name,class,mass,fall,year,lat,long,GeoLocation
Pecora Escarpment 91266,H6,27.8,Found,1991,-85.69089,-69.03401,"(-85.690890, -69.034010)"
Pecora Escarpment 91267,H6,112.9,Found,1991,-85.66805,-68.69353,"(-85.668050, -68.693530)"
Pecora Escarpment 91268,H6,23.8,Found,1991,-85.68216,-68.79709,"(-85.682160, -68.797090)"
Pecora Escarpment 91269,H6,19.2,Found,1991,-85.68156,-68.81937,"(-85.681560, -68.819370)"
Pecora Escarpment 91270,H6,31.2,Found,1991,-85.69699,-68.85339,"(-85.696990, -68.853390)"
Pecora Escarpment 91271,H5,107.7,Found,1991,-85.68896,-69.01215,"(-85.688960, -69.012150)"
Pecora Escarpment 91272,LL6,10.1,Found,1991,-85.68273,-68.831,"(-85.682730, -68.831000)"
Pecora Escarpment 91273,H5,2.6,Found,1991,-85.69012,-69.09783,"(-85.690120, -69.097830)"
Pecora Escarpment 91274,L6,32.2,Found,1991,-85.67723,-68.70121,"(-85.677230, -68.701210)"
Pecora Escarpment 91275,L5,19.5,Found,1991,-85.68102,-68.76888,"(-85.681020, -68.768880)"
Pecora Escarpment 91276,L6,56.3,Found,1991,-85.63333,-68.7,"(-85.633330, -68.700000)"
Pecora Escarpment 91277,L6,71.4,Found,1991,-85.69208,-67.64826,"(-85.692080, -67.648260)"
Pecora Escarpment 91278,L6,17.3,Found,1991,-85.67879,-68.73738,"(-85.678790, -68.737380)"
Pecora Escarpment 91279,H5,11.6,Found,1991,-85.66916,-68.71352,"(-85.669160, -68.713520)"
Pecora Escarpment 91280,L6,57.6,Found,1991,-85.69085,-68.96112,"(-85.690850, -68.961120)"
Pecora Escarpment 91281,H5,20.1,Found,1991,-85.68835,-68.90241,"(-85.688350, -68.902410)"
Pecora Escarpment 91282,H5,71,Found,1991,-85.6899,-69.02339,"(-85.689900, -69.023390)"
Pecora Escarpment 91283,H5,12,Found,1991,-85.68093,-68.7926,"(-85.680930, -68.792600)"
Pecora Escarpment 91284,L6,9.5,Found,1991,-85.68121,-68.79541,"(-85.681210, -68.795410)"
Pecora Escarpment 91285,L5,6.5,Found,1991,-85.67391,-68.75142,"(-85.673910, -68.751420)"
Pecora Escarpment 91286,L5,41.1,Found,1991,-85.69035,-68.94305,"(-85.690350, -68.943050)"
Pecora Escarpment 91287,H6,70.2,Found,1991,-85.68398,-68.77181,"(-85.683980, -68.771810)"
Pecora Escarpment 91288,L6,12.5,Found,1991,-85.68304,-68.79255,"(-85.683040, -68.792550)"
Pecora Escarpment 91289,L6,26.2,Found,1991,-85.68849,-67.71507,"(-85.688490, -67.715070)"
Pecora Escarpment 91290,H6,8.2,Found,1991,-85.67848,-68.2535,"(-85.678480, -68.253500)"
Pecora Escarpment 91291,H5,9.2,Found,1991,-85.68851,-68.89082,"(-85.688510, -68.890820)"
Pecora Escarpment 91292,H5,16,Found,1991,-85.6845,-68.81578,"(-85.684500, -68.815780)"
Pecora Escarpment 91293,L6,8.1,Found,1991,-85.691,-68.96836,"(-85.691000, -68.968360)"
Pecora Escarpment 91294,H4,23.2,Found,1991,-85.68783,-68.92775,"(-85.687830, -68.927750)"
Pecora Escarpment 91295,L6,4.6,Found,1991,-85.66929,-68.07831,"(-85.669290, -68.078310)"
Pecora Escarpment 91296,H6,4.7,Found,1991,-85.69024,-69.09646,"(-85.690240, -69.096460)"
Pecora Escarpment 91297,H4,18.5,Found,1991,-85.67946,-68.26503,"(-85.679460, -68.265030)"
Pecora Escarpment 91298,EH3,1.6,Found,1991,-85.69364,-67.61795,"(-85.693640, -67.617950)"
Pecora Escarpment 91299,H5,13.3,Found,1991,-85.68999,-68.91822,"(-85.689990, -68.918220)"
Pecora Escarpment 91300,EH3,4.5,Found,1991,-85.67451,-68.02475,"(-85.674510, -68.024750)"
Pecora Escarpment 91301,L6,2.4,Found,1991,-85.6988,-68.82036,"(-85.698800, -68.820360)"
Pecora Escarpment 91302,L6,2.3,Found,1991,-85.68074,-68.76914,"(-85.680740, -68.769140)"
Pecora Escarpment 91303,EH3,0.8,Found,1991,-85.66882,-68.10949,"(-85.668820, -68.109490)"
Pecora Escarpment 91304,L6,6.1,Found,1991,-85.6899,-68.94321,"(-85.689900, -68.943210)"
Pecora Escarpment 91305,L6,5.2,Found,1991,-85.67505,-68.69331,"(-85.675050, -68.693310)"
Pecora Escarpment 91306,H5,31.2,Found,1991,-85.67923,-68.74367,"(-85.679230, -68.743670)"
Pecora Escarpment 91307,L5,133.9,Found,1991,-85.67658,-69.07235,"(-85.676580, -69.072350)"
Pecora Escarpment 91308,H5,65.9,Found,1991,-85.68684,-68.91178,"(-85.686840, -68.911780)"
Pecora Escarpment 91309,L6,63,Found,1991,-85.68079,-68.73696,"(-85.680790, -68.736960)"
Pecora Escarpment 91310,L5,134.7,Found,1991,-85.68245,-68.74539,"(-85.682450, -68.745390)"
Pecora Escarpment 91311,H5,9.8,Found,1991,-85.67879,-69.06829,"(-85.678790, -69.068290)"
Pecora Escarpment 91312,L6,21.7,Found,1991,-85.68182,-68.83396,"(-85.681820, -68.833960)"
Pecora Escarpment 91313,L5,16.7,Found,1991,-85.67566,-69.06349,"(-85.675660, -69.063490)"
Pecora Escarpment 91314,H5,20.7,Found,1991,-85.67864,-69.07062,"(-85.678640, -69.070620)"
Pecora Escarpment 91315,H5,9.3,Found,1991,-85.67938,-68.74356,"(-85.679380, -68.743560)"
Pecora Escarpment 91316,H5,15.9,Found,1991,-85.67812,-69.07335,"(-85.678120, -69.073350)"
Pecora Escarpment 91317,L6,162.8,Found,1991,-85.67662,-69.06894,"(-85.676620, -69.068940)"
Pecora Escarpment 91318,L5,111.5,Found,1991,-85.6763,-69.08507,"(-85.676300, -69.085070)"
Pecora Escarpment 91319,L6,10.1,Found,1991,-85.68258,-68.82106,"(-85.682580, -68.821060)"
Pecora Escarpment 91320,L5,48.4,Found,1991,-85.6727,-68.98124,"(-85.672700, -68.981240)"
Pecora Escarpment 91321,H6,23.6,Found,1991,-85.67671,-69.0633,"(-85.676710, -69.063300)"
Pecora Escarpment 91322,H5,7.7,Found,1991,-85.67838,-69.07178,"(-85.678380, -69.071780)"
Pecora Escarpment 91323,H5,31.8,Found,1991,-85.67437,-68.98393,"(-85.674370, -68.983930)"
Pecora Escarpment 91324,L6,26.8,Found,1991,-85.67909,-69.07656,"(-85.679090, -69.076560)"
Pecora Escarpment 91325,H6,2.8,Found,1991,-85.68174,-68.75488,"(-85.681740, -68.754880)"
Pecora Escarpment 91326,H5,7.8,Found,1991,-85.67993,-68.75044,"(-85.679930, -68.750440)"
Pecora Escarpment 91327,CM2,5.2,Found,1991,-85.67811,-69.0677,"(-85.678110, -69.067700)"
Pecora Escarpment 91328,CH3,11,Found,1991,-85.67872,-69.07009,"(-85.678720, -69.070090)"
Pecora Escarpment 91329,H5,8.5,Found,1991,-85.6767,-69.08265,"(-85.676700, -69.082650)"
Pecora Escarpment 91330,L5,13.2,Found,1991,-85.67923,-68.74265,"(-85.679230, -68.742650)"
Pecora Escarpment 91331,L4,13.5,Found,1991,-85.6819,-68.76504,"(-85.681900, -68.765040)"
Pecora Escarpment 91332,H6,7.1,Found,1991,-85.67856,-69.06969,"(-85.678560, -69.069690)"
Pecora Escarpment 91333,H6,8.2,Found,1991,-85.6767,-69.08035,"(-85.676700, -69.080350)"
Pecora Escarpment 91334,L6,5.9,Found,1991,-85.68161,-68.7891,"(-85.681610, -68.789100)"
Pecora Escarpment 91335,H6,2,Found,1991,-85.67792,-69.06472,"(-85.677920, -69.064720)"
Pecora Escarpment 91336,H5,4.1,Found,1991,-85.67845,-69.06783,"(-85.678450, -69.067830)"
Pecora Escarpment 91337,H5,24.7,Found,1991,-85.67442,-68.97933,"(-85.674420, -68.979330)"
Pecora Escarpment 91338,L4,26.5,Found,1991,-85.68292,-68.82981,"(-85.682920, -68.829810)"
Pecora Escarpment 91339,L5,26.8,Found,1991,-85.67985,-68.75014,"(-85.679850, -68.750140)"
Pecora Escarpment 91340,L5,4.9,Found,1991,-85.67852,-69.06646,"(-85.678520, -69.066460)"
Pecora Escarpment 91341,H5,11.4,Found,1991,-85.67706,-69.0804,"(-85.677060, -69.080400)"
Pecora Escarpment 91342,H5,13,Found,1991,-85.67691,-69.06912,"(-85.676910, -69.069120)"
Pecora Escarpment 91343,H6,1.9,Found,1991,-85.67633,-69.08425,"(-85.676330, -69.084250)"
Pecora Escarpment 91344,H4,3.4,Found,1991,-85.67781,-69.06499,"(-85.677810, -69.064990)"
Pecora Escarpment 91345,H5,7.7,Found,1991,-85.67838,-69.06468,"(-85.678380, -69.064680)"
Pecora Escarpment 91346,H5,38.6,Found,1991,-85.68217,-68.75794,"(-85.682170, -68.757940)"
Pecora Escarpment 91347,L5,23.1,Found,1991,-85.6815,-68.80952,"(-85.681500, -68.809520)"
Pecora Escarpment 91348,H5,6.3,Found,1991,-85.67872,-69.06797,"(-85.678720, -69.067970)"
Pecora Escarpment 91349,H5,6.9,Found,1991,-85.67711,-69.07393,"(-85.677110, -69.073930)"
Pecora Escarpment 91350,L6,50.2,Found,1991,-85.68201,-68.74666,"(-85.682010, -68.746660)"
Pecora Escarpment 91351,H5,3,Found,1991,-85.67746,-69.04883,"(-85.677460, -69.048830)"
Pecora Escarpment 91352,H5,1.6,Found,1991,-85.67734,-69.06165,"(-85.677340, -69.061650)"
Pecora Escarpment 91353,L6,1.2,Found,1991,-85.67554,-68.73924,"(-85.675540, -68.739240)"
Pecora Escarpment 91354,L6,3.8,Found,1991,-85.67467,-69.08776,"(-85.674670, -69.087760)"
Pecora Escarpment 91355,LL3.5,3.2,Found,1991,-85.67839,-69.06841,"(-85.678390, -69.068410)"
Pecora Escarpment 91356,H5,2,Found,1991,-85.67736,-69.06034,"(-85.677360, -69.060340)"
Pecora Escarpment 91357,L6,0.1,Found,1991,-85.67623,-69.08566,"(-85.676230, -69.085660)"
Pecora Escarpment 91358,H6,4.1,Found,1991,-85.67808,-69.06362,"(-85.678080, -69.063620)"
Pecora Escarpment 91359,H5,2.3,Found,1991,-85.67808,-69.07012,"(-85.678080, -69.070120)"
Pecora Escarpment 91360,L6,8.7,Found,1991,-85.63333,-68.7,"(-85.633330, -68.700000)"
Pecora Escarpment 91361,L6,20.8,Found,1991,-85.63333,-68.7,"(-85.633330, -68.700000)"
Pecora Escarpment 91362,H6,19.3,Found,1991,-85.66043,-69.04611,"(-85.660430, -69.046110)"
Pecora Escarpment 91363,H5,25.8,Found,1991,-85.6578,-69.04448,"(-85.657800, -69.044480)"
Pecora Escarpment 91364,L6,133.1,Found,1991,-85.68836,-68.33928,"(-85.688360, -68.339280)"
Pecora Escarpment 91365,L6,15,Found,1991,-85.6881,-68.35014,"(-85.688100, -68.350140)"
Pecora Escarpment 91366,L6,153.6,Found,1991,-85.69913,-68.96201,"(-85.699130, -68.962010)"
Pecora Escarpment 91367,L6,31.3,Found,1991,-85.63333,-68.7,"(-85.633330, -68.700000)"
Pecora Escarpment 91368,L6,74.6,Found,1991,-85.63333,-68.7,"(-85.633330, -68.700000)"
Pecora Escarpment 91369,H6,22,Found,1991,-85.65818,-69.02361,"(-85.658180, -69.023610)"
Pecora Escarpment 91370,L6,33,Found,1991,-85.63333,-68.7,"(-85.633330, -68.700000)"
Pecora Escarpment 91371,H5,17,Found,1991,-85.69784,-69.00393,"(-85.697840, -69.003930)"
Pecora Escarpment 91372,L6,136.6,Found,1991,-85.69922,-68.96758,"(-85.699220, -68.967580)"
Pecora Escarpment 91373,L6,12.1,Found,1991,-85.68809,-68.35024,"(-85.688090, -68.350240)"
Pecora Escarpment 91374,L6,20.5,Found,1991,-85.68822,-68.34139,"(-85.688220, -68.341390)"
Pecora Escarpment 91375,H6,18.5,Found,1991,-85.65905,-69.05721,"(-85.659050, -69.057210)"
Pecora Escarpment 91376,H5,16.6,Found,1991,-85.68066,-68.35374,"(-85.680660, -68.353740)"
Pecora Escarpment 91377,H6,1.6,Found,1991,-85.69004,-69.09557,"(-85.690040, -69.095570)"
Pecora Escarpment 91378,H5,54.8,Found,1991,-85.69737,-68.72953,"(-85.697370, -68.729530)"
Pecora Escarpment 91379,H6,69.3,Found,1991,-85.69471,-69.0752,"(-85.694710, -69.075200)"
Pecora Escarpment 91380,H5,10.4,Found,1991,-85.68602,-68.92607,"(-85.686020, -68.926070)"
Pecora Escarpment 91381,H5,11.2,Found,1991,-85.68767,-69.02217,"(-85.687670, -69.022170)"
Pecora Escarpment 91382,L6,112.1,Found,1991,-85.69914,-68.9618,"(-85.699140, -68.961800)"
Pecora Escarpment 91383,EH3,48.9,Found,1991,-85.66605,-68.54123,"(-85.666050, -68.541230)"
Pecora Escarpment 91384,L4,13.4,Found,1991,-85.69049,-69.02725,"(-85.690490, -69.027250)"
Pecora Escarpment 91385,H5,3.8,Found,1991,-85.68586,-68.94273,"(-85.685860, -68.942730)"
Pecora Escarpment 91386,L6,32.3,Found,1991,-85.63333,-68.7,"(-85.633330, -68.700000)"
Pecora Escarpment 91387,H6,0.4,Found,1991,-85.68994,-69.09884,"(-85.689940, -69.098840)"
Pecora Escarpment 91388,"Pallasite, PMG",20.7,Found,1991,-85.6927,-69.01495,"(-85.692700, -69.014950)"
Pecora Escarpment 91389,LL6,101,Found,1991,-85.63333,-68.7,"(-85.633330, -68.700000)"
Pecora Escarpment 91390,L6,132.3,Found,1991,-85.68828,-68.3393,"(-85.688280, -68.339300)"
Pecora Escarpment 91391,L6,137.5,Found,1991,-85.68838,-68.33979,"(-85.688380, -68.339790)"
Pecora Escarpment 91392,H4,12.2,Found,1991,-85.68789,-69.05137,"(-85.687890, -69.051370)"
Pecora Escarpment 91393,H5,37.6,Found,1991,-85.68994,-68.91388,"(-85.689940, -68.913880)"
Pecora Escarpment 91394,L6,15.5,Found,1991,-85.68764,-68.36274,"(-85.687640, -68.362740)"
Pecora Escarpment 91395,H5,39.7,Found,1991,-85.64599,-69.05071,"(-85.645990, -69.050710)"
Pecora Escarpment 91396,L6,57.6,Found,1991,-85.68779,-68.34962,"(-85.687790, -68.349620)"
Pecora Escarpment 91397,H6,3.1,Found,1991,-85.67376,-68.73391,"(-85.673760, -68.733910)"
Pecora Escarpment 91398,EH3,2.6,Found,1991,-85.67129,-68.7591,"(-85.671290, -68.759100)"
Pecora Escarpment 91399,L6,4.8,Found,1991,-85.69895,-68.96915,"(-85.698950, -68.969150)"
Pecora Escarpment 91400,L6,48.8,Found,1991,-85.69224,-69.05878,"(-85.692240, -69.058780)"
Pecora Escarpment 91401,L5,118.8,Found,1991,-85.69992,-68.47189,"(-85.699920, -68.471890)"
Pecora Escarpment 91402,L5,68.1,Found,1991,-85.58234,-68.39884,"(-85.582340, -68.398840)"
Pecora Escarpment 91403,H4,73.2,Found,1991,-85.69266,-69.0141,"(-85.692660, -69.014100)"
Pecora Escarpment 91404,H5,12,Found,1991,-85.67069,-68.62513,"(-85.670690, -68.625130)"
Pecora Escarpment 91405,H5,7.5,Found,1991,-85.69187,-69.08121,"(-85.691870, -69.081210)"
Pecora Escarpment 91406,H5,6.4,Found,1991,-85.69465,-69.07431,"(-85.694650, -69.074310)"
Pecora Escarpment 91407,L6,5,Found,1991,-85.69061,-69.09422,"(-85.690610, -69.094220)"
Pecora Escarpment 91408,H5,6,Found,1991,-85.69025,-69.09803,"(-85.690250, -69.098030)"
Pecora Escarpment 91409,L6,2.7,Found,1991,-85.69865,-68.82044,"(-85.698650, -68.820440)"
Pecora Escarpment 91410,H6,104.4,Found,1991,-85.68991,-68.84543,"(-85.689910, -68.845430)"
Pecora Escarpment 91411,L6,103.5,Found,1991,-85.68834,-68.33969,"(-85.688340, -68.339690)"
Pecora Escarpment 91412,L6,96.2,Found,1991,-85.68832,-68.34102,"(-85.688320, -68.341020)"
Pecora Escarpment 91413,H5,50.1,Found,1991,-85.70003,-68.54934,"(-85.700030, -68.549340)"
Pecora Escarpment 91414,H4,138,Found,1991,-85.69516,-69.01524,"(-85.695160, -69.015240)"
Pecora Escarpment 91415,H5,36.3,Found,1991,-85.69025,-68.94491,"(-85.690250, -68.944910)"
Pecora Escarpment 91416,LL6,165,Found,1991,-85.70188,-68.51262,"(-85.701880, -68.512620)"
Pecora Escarpment 91417,LL6,74.2,Found,1991,-85.69048,-68.91223,"(-85.690480, -68.912230)"
Pecora Escarpment 91418,H6,14,Found,1991,-85.69023,-69.0905,"(-85.690230, -69.090500)"
Pecora Escarpment 91419,L6,28.7,Found,1991,-85.69321,-69.0472,"(-85.693210, -69.047200)"
Pecora Escarpment 91420,L6,36.7,Found,1991,-85.68839,-68.34103,"(-85.688390, -68.341030)"
Pecora Escarpment 91421,H6,16.4,Found,1991,-85.68977,-68.94836,"(-85.689770, -68.948360)"
Pecora Escarpment 91422,L6,54.4,Found,1991,-85.6932,-69.02152,"(-85.693200, -69.021520)"
Pecora Escarpment 91423,H5,9.5,Found,1991,-85.69055,-69.09059,"(-85.690550, -69.090590)"
Pecora Escarpment 91424,L5,31.3,Found,1991,-85.68776,-68.90476,"(-85.687760, -68.904760)"
Pecora Escarpment 91425,H5,18.1,Found,1991,-85.68684,-68.95035,"(-85.686840, -68.950350)"
Pecora Escarpment 91426,H5,7.8,Found,1991,-85.69376,-69.09772,"(-85.693760, -69.097720)"
Pecora Escarpment 91427,H5,8,Found,1991,-85.69206,-69.08598,"(-85.692060, -69.085980)"
Pecora Escarpment 91428,L6,19.6,Found,1991,-85.68768,-68.36234,"(-85.687680, -68.362340)"
Pecora Escarpment 91429,L6,3.1,Found,1991,-85.68291,-68.52591,"(-85.682910, -68.525910)"
Pecora Escarpment 91430,L6,8.9,Found,1991,-85.68693,-68.37471,"(-85.686930, -68.374710)"
Pecora Escarpment 91431,H5,8.9,Found,1991,-85.63333,-68.7,"(-85.633330, -68.700000)"
Pecora Escarpment 91432,L6,23.3,Found,1991,-85.63333,-68.7,"(-85.633330, -68.700000)"
Pecora Escarpment 91433,H5,5.6,Found,1991,-85.69246,-69.01361,"(-85.692460, -69.013610)"
Pecora Escarpment 91434,L6,3.4,Found,1991,-85.69088,-68.52405,"(-85.690880, -68.524050)"
Pecora Escarpment 91435,H6,8.4,Found,1991,-85.69246,-69.09583,"(-85.692460, -69.095830)"
Pecora Escarpment 91436,L6,8.4,Found,1991,-85.69009,-69.09991,"(-85.690090, -69.099910)"
Pecora Escarpment 91437,H6,156.2,Found,1991,-85.65111,-68.58767,"(-85.651110, -68.587670)"
Pecora Escarpment 91438,L6,120.3,Found,1991,-85.67015,-68.40572,"(-85.670150, -68.405720)"
Pecora Escarpment 91439,LL6,194.5,Found,1991,-85.68217,-68.2347,"(-85.682170, -68.234700)"
Pecora Escarpment 91440,H5,8,Found,1991,-85.67654,-69.03311,"(-85.676540, -69.033110)"
Pecora Escarpment 91441,L6,2.4,Found,1991,-85.67609,-69.03787,"(-85.676090, -69.037870)"
Pecora Escarpment 91442,L6,10.5,Found,1991,-85.68261,-68.79651,"(-85.682610, -68.796510)"
Pecora Escarpment 91443,H5,3.6,Found,1991,-85.678,-69.06126,"(-85.678000, -69.061260)"
Pecora Escarpment 91444,EH3,2.6,Found,1991,-85.65804,-68.63396,"(-85.658040, -68.633960)"
Pecora Escarpment 91445,L5,4.8,Found,1991,-85.67131,-67.92851,"(-85.671310, -67.928510)"
Pecora Escarpment 91446,L6,22.7,Found,1991,-85.67856,-69.05905,"(-85.678560, -69.059050)"
Pecora Escarpment 91447,H5,8.3,Found,1991,-85.66111,-68.35643,"(-85.661110, -68.356430)"
Pecora Escarpment 91448,LL6,92.7,Found,1991,-85.65807,-68.17227,"(-85.658070, -68.172270)"
Pecora Escarpment 91449,H5,8.2,Found,1991,-85.65992,-68.4523,"(-85.659920, -68.452300)"
Pecora Escarpment 91450,L6,19.3,Found,1991,-85.66861,-68.06133,"(-85.668610, -68.061330)"
Pecora Escarpment 91451,EH3,17.7,Found,1991,-85.65107,-68.60045,"(-85.651070, -68.600450)"
Pecora Escarpment 91452,CH3,7.2,Found,1991,-85.67874,-69.06662,"(-85.678740, -69.066620)"
Pecora Escarpment 91453,LL6,91.8,Found,1991,-85.65917,-68.16706,"(-85.659170, -68.167060)"
Pecora Escarpment 91454,L5,125.7,Found,1991,-85.6771,-69.04709,"(-85.677100, -69.047090)"
Pecora Escarpment 91455,L6,7.1,Found,1991,-85.66132,-68.33267,"(-85.661320, -68.332670)"
Pecora Escarpment 91456,H5,3.6,Found,1991,-85.67621,-69.0336,"(-85.676210, -69.033600)"
Pecora Escarpment 91457,H5,6.1,Found,1991,-85.67642,-69.03719,"(-85.676420, -69.037190)"
Pecora Escarpment 91458,L4,6.7,Found,1991,-85.65116,-68.58636,"(-85.651160, -68.586360)"
Pecora Escarpment 91459,L6,49.3,Found,1991,-85.66126,-68.11959,"(-85.661260, -68.119590)"
Pecora Escarpment 91460,H5,10.7,Found,1991,-85.68203,-68.17912,"(-85.682030, -68.179120)"
Pecora Escarpment 91461,EH3,27.5,Found,1991,-85.66528,-68.68308,"(-85.665280, -68.683080)"
Pecora Escarpment 91462,H5,18.2,Found,1991,-85.67238,-68.22148,"(-85.672380, -68.221480)"
Pecora Escarpment 91463,H5,20.3,Found,1991,-85.66673,-68.28574,"(-85.666730, -68.285740)"
Pecora Escarpment 91464,H5,133.9,Found,1991,-85.59803,-68.37022,"(-85.598030, -68.370220)"
Pecora Escarpment 91465,H5,10.6,Found,1991,-85.67676,-69.04928,"(-85.676760, -69.049280)"
Pecora Escarpment 91466,L6,15.9,Found,1991,-85.67847,-69.0604,"(-85.678470, -69.060400)"
Pecora Escarpment 91467,CH3,46.9,Found,1991,-85.67876,-69.05982,"(-85.678760, -69.059820)"
Pecora Escarpment 91468,L6,6.6,Found,1991,-85.66251,-68.54666,"(-85.662510, -68.546660)"
Pecora Escarpment 91469,H5,6.6,Found,1991,-85.65685,-68.5441,"(-85.656850, -68.544100)"
Pecora Escarpment 91470,CK4,33.5,Found,1991,-85.67713,-68.26602,"(-85.677130, -68.266020)"
Pecora Escarpment 91471,H5,10.2,Found,1991,-85.67866,-69.06528,"(-85.678660, -69.065280)"
Pecora Escarpment 91472,H5,72.5,Found,1991,-85.67787,-69.05071,"(-85.677870, -69.050710)"
Pecora Escarpment 91473,H5,21.3,Found,1991,-85.66443,-68.32525,"(-85.664430, -68.325250)"
Pecora Escarpment 91474,H5,77.2,Found,1991,-85.6698,-68.46076,"(-85.669800, -68.460760)"
Pecora Escarpment 91475,EH3,29.9,Found,1991,-85.66561,-68.30703,"(-85.665610, -68.307030)"
Pecora Escarpment 91476,H5,75.7,Found,1991,-85.65045,-68.66452,"(-85.650450, -68.664520)"
Pecora Escarpment 91477,EH3,16.3,Found,1991,-85.65128,-68.61946,"(-85.651280, -68.619460)"
Pecora Escarpment 91478,L6,14.8,Found,1991,-85.67866,-69.06104,"(-85.678660, -69.061040)"
Pecora Escarpment 91479,LL5,37.1,Found,1991,-85.65753,-68.60027,"(-85.657530, -68.600270)"
Pecora Escarpment 91480,H5,28.5,Found,1991,-85.65535,-68.57543,"(-85.655350, -68.575430)"
Pecora Escarpment 91481,EH3,0.6,Found,1991,-85.65847,-68.23216,"(-85.658470, -68.232160)"
Pecora Escarpment 91482,L6,17.1,Found,1991,-85.67866,-69.06014,"(-85.678660, -69.060140)"
Pecora Escarpment 91483,H5,5.5,Found,1991,-85.55819,-68.31586,"(-85.558190, -68.315860)"
Pecora Escarpment 91484,H5,24.9,Found,1991,-85.66084,-68.23017,"(-85.660840, -68.230170)"
Pecora Escarpment 91485,H5,7.4,Found,1991,-85.65355,-68.60229,"(-85.653550, -68.602290)"
Pecora Escarpment 91486,H6,11,Found,1991,-85.65141,-68.61913,"(-85.651410, -68.619130)"
Pecora Escarpment 91487,H5,15.4,Found,1991,-85.67863,-69.06128,"(-85.678630, -69.061280)"
Pecora Escarpment 91488,H5,9.9,Found,1991,-85.65606,-68.48118,"(-85.656060, -68.481180)"
Pecora Escarpment 91489,H5,19,Found,1991,-85.61578,-68.58282,"(-85.615780, -68.582820)"
Pecora Escarpment 91490,H5,6.7,Found,1991,-85.69314,-69.04703,"(-85.693140, -69.047030)"
Pedernales,"Iron, IAB complex",691,Found,1980,30.33333,-98.95,"(30.333330, -98.950000)"
Peekskill,H6,12570,Fell,1992,41.28333,-73.91667,"(41.283330, -73.916670)"
Peetz,L6,11500,Found,1937,40.95,-103.08333,"(40.950000, -103.083330)"
Pei Xian,Iron,400000,Found,1917,34.7,117,"(34.700000, 117.000000)"
Pelona Mountain,H5,618,Found,1999,33.66667,-108.1,"(33.666670, -108.100000)"
Pennyweight,"Iron, ungrouped",12.7,Found,1982,-29.11667,122.08333,"(-29.116670, 122.083330)"
Penokee,H5,3580,Found,1947,39.35,-99.91667,"(39.350000, -99.916670)"
Penouille,"Iron, IAB complex",72.54,Found,1984,48.85,-64.43333,"(48.850000, -64.433330)"
Pep,OC,591,Found,1966,33.73,-102.57667,"(33.730000, -102.576670)"
Peramiho,Eucrite-mmict,165,Fell,1899,-10.66667,35.5,"(-10.666670, 35.500000)"
Perpeti,L6,23474,Fell,1935,23.325,91,"(23.325000, 91.000000)"
Perryton,LL6,2114,Found,1975,36.35333,-100.73167,"(36.353330, -100.731670)"
Perryville,"Iron, IIC",17500,Found,1906,37.73333,-89.85,"(37.733330, -89.850000)"
Persimmon Creek,"Iron, IAB-sLM",5000,Found,1893,35.05,-84.23333,"(35.050000, -84.233330)"
Perth,LL5,2,Fell,1830,56.4,-3.43333,"(56.400000, -3.433330)"
Pervomaisky,L6,66000,Fell,1933,56.63333,39.43333,"(56.633330, 39.433330)"
Pesyanoe,Aubrite,3393,Fell,1933,55.5,66.08333,"(55.500000, 66.083330)"
Petersburg,Eucrite-pmict,1800,Fell,1855,35.3,-86.63333,"(35.300000, -86.633330)"
Petropavlovka,H4,1773,Found,1916,48.2,43.73333,"(48.200000, 43.733330)"
Petropavlovsk,"Iron, ungrouped",7000,Found,1841,53.35,87.18333,"(53.350000, 87.183330)"
Pettiswood,Stone-uncl,,Fell,1779,53.53333,-7.33333,"(53.533330, -7.333330)"
Pevensey,LL5,4300,Found,1868,-34.78333,144.66667,"(-34.783330, 144.666670)"
Phillips County (pallasite),"Pallasite, PMG-an",1360,Found,1935,40.45,-102.38333,"(40.450000, -102.383330)"
Phillips County (stone),L6,57900,Fell,1901,40,-99.25,"(40.000000, -99.250000)"
Phu Hong,H4,500,Fell,1887,11.25,108.58333,"(11.250000, 108.583330)"
Phulmari,Stone-uncl,4064,Found,1936,20.13333,75.5,"(20.133330, 75.500000)"
Phum Sambo,H4,7800,Fell,1933,12,105.48333,"(12.000000, 105.483330)"
Phuoc-Binh,L5,11000,Fell,1941,15.71667,108.1,"(15.716670, 108.100000)"
Piñon,"Iron, ungrouped",17850,Found,1928,32.66667,-105.1,"(32.666670, -105.100000)"
Piancaldoli,LL3.4,13.1,Fell,1968,44.24417,11.50222,"(44.244170, 11.502220)"
Picacho,"Iron, IIIAB",22000,Found,1952,33.2,-105,"(33.200000, -105.000000)"
Pickens County,H6,400,Found,1908,34.5,-84.5,"(34.500000, -84.500000)"
Picote,Stone-uncl,,Fell,1843,41.36667,-6.23333,"(41.366670, -6.233330)"
Piedade do Bagre,"Iron, ungrouped",59000,Found,1922,-18.94167,-44.98333,"(-18.941670, -44.983330)"
Pierceville (iron),"Iron, IIIAB",100000,Found,1917,37.86667,-100.66667,"(37.866670, -100.666670)"
Pierceville (stone),L6,2125,Found,1939,37.86667,-100.66667,"(37.866670, -100.666670)"
Pigick,H5,690,Found,1994,-35.90667,141.855,"(-35.906670, 141.855000)"
Pillistfer,EL6,23250,Fell,1863,58.66667,25.73333,"(58.666670, 25.733330)"
Pima County,"Iron, IIAB",210,Found,1947,32.2,-111,"(32.200000, -111.000000)"
